﻿Plant_ID,Type,Scientific_Name,Scientific_Name_With_Authors,Common_Name,Family,Genus,Species,Species_Author,Infraspecies,Infraspecies_Author,Native,Naturalized,CoC,Endemic,Persisting,Status_State,Status_US,nwpl_emp,nwpl_ncne,State_Rank,Global_Rank,Category,Habitat,Growth_Habit,Duration
855,Accepted Name,Hypericum punctatum,Hypericum punctatum Lam.,spotted St. John’s wort,Hypericaceae,Hypericum,punctatum,Lam.,,,Y,,4,N,Y,,,FAC,FAC,S5,G5,Vascular,"Woods roads, forests, and edges of fields. At least in parts of New York it grows in slightly mineral rich dry-mesic forests with thin but diverse and interesting herbaceous vegetation.",Forb/herb,Perennial
853,Accepted Name,Hypericum virginicum,Hypericum virginicum L.,Virginia marsh St. John’s wort,Hypericaceae,Hypericum,virginicum,L.,,,Y,,7,N,Y,,,OBL,OBL,S5,G5,Vascular,"Marshes, shrub swamps, and acidic peaty wetlands.",Forb/herb,Perennial
1318,Accepted Name,Hypopitys monotropa,Hypopitys monotropa Crantz,yellow pinesap,Ericaceae,Hypopitys,monotropa,Crantz,,,Y,,7,N,Y,,,,,S4,G5,Vascular,In a wide variety of dry-mesic to mesic forests. Often not occurring in large populations and much less frequent then the more common M. uniflora.,Forb/herb,Perennial
1819,Accepted Name,Hypoxis hirsuta,Hypoxis hirsuta (L.) Coville,yellow star grass,Hypoxidaceae,Hypoxis,hirsuta,(L.) Coville,,,Y,,6,N,Y,,,FAC,FAC,S5,G5,Vascular,"Oak dominated forests, woodlands, rocky summits, and utility rights-of-way in dry to dry-mesic soils. Most common in warmer and more southern parts of New York.",Forb/herb,Perennial
124,Accepted Name,Ilex laevigata,Ilex laevigata (Pursh) A. Gray,smooth winterberry,Aquifoliaceae,Ilex,laevigata,(Pursh) A. Gray,,,Y,,8,N,Y,,,OBL,OBL,S4,G5,Vascular,Swamps with trees and/or shrubs dominant.,"Tree, Shrub",Perennial
126,Accepted Name,Ilex montana,Ilex montana Torr. & A. Gray ex A. Gray,mountain winterberry,Aquifoliaceae,Ilex,montana,Torr. & A. Gray ex A. Gray,,,Y,,8,N,Y,,,FACU,FACU,S4,G5,Vascular,,"Tree, Shrub",Perennial
128,Accepted Name,Ilex mucronata,"Ilex mucronata (L.) M. Powell, Savol & S. Andrews",mountain holly,Aquifoliaceae,Ilex,mucronata,"(L.) M. Powell, Savol & S. Andrews",,,Y,,8,N,Y,,,OBL,OBL,S5,G5,Vascular,"Various types of acidic peat bogs, deciduous swamps, mixed coniferous-deciduous swamps, and shrub swamps.  Mostly this species does not form dense thickets but occurs scattered in with a variety of other shrubs.  Sometimes it can be dwarfed when in hostile bog conditions. It is more common in the northern parts of the state.","Tree, Shrub",Perennial
125,Accepted Name,Ilex verticillata,Ilex verticillata (L.) A. Gray,common winterberry,Aquifoliaceae,Ilex,verticillata,(L.) A. Gray,,,Y,,7,N,Y,,,FACW,FACW,S5,G5,Vascular,"Margins of ponds, kettle hole ponds, acidic bogs, deciduous swamps, and shrub swamps (sometimes being the dominant shrub).  In most of NY this is our most common wetland Ilex.","Tree, Shrub",Perennial
6618,Accepted Name,Impatiens capensis,Impatiens capensis Meerb.,"spotted jewelweed, spotted touch-me-not",Balsaminaceae,Impatiens,capensis,Meerb.,,,Y,,3,N,Y,,,FACW,FACW,S5,,Vascular,"Floodplain forests, wet forests, seepage areas, swamps, marshes, fens, stream banks, thickets, disturbed areas, shaded roadsides and trail edges, and ditches. A very common annual of wet to mesic soils, preferring wetter sites. It can form dense large stands.",Herbaceous,Annual
522,Accepted Name,Impatiens pallida,Impatiens pallida Nutt.,"pale jewelweed, pale touch-me-not",Balsaminaceae,Impatiens,pallida,Nutt.,,,Y,,3,N,Y,,,FACW,FACW,S4,G5,Vascular,"Floodplain forests, wet forests, seepage areas, swamps, marshes, fens, stream banks, thickets, disturbed areas, shaded roadsides and trail edges, and ditches. Similar habitat to I. capensis and sometimes occurring together but not as common in at least parts of NY. It perhaps prefers more calcareous soils. Like I. capensis it can form dense large patches.",Forb/herb,Annual
398,Accepted Name,Ionactis linariifolia,Ionactis linariifolia (L.) Greene,stiff-leaved aster,Asteraceae,Ionactis,linariifolia,(L.) Greene,,,Y,,6,N,Y,,,,,S4,G5,Vascular,"Rocky summits, woodlands, ledges, roadside clearings where it is not too weedy, and utility line rights-of-way, on thin and/or sandy soil or almost directly on bedrock. This species does well with a lot of light but not with dense herbaceous vegetation.",Forb/herb,
1610,Accepted Name,Iris versicolor,Iris versicolor L.,blue flag,Iridaceae,Iris,versicolor,L.,,,Y,,4,N,Y,,,OBL,OBL,S5,G5,Vascular,"Swamps, shrub swamps, marshes, rich fens, and acidic bogs. Grows in a wide variety of wetland types.",Forb/herb,Perennial
7050,Accepted Name,Isoetes echinospora × I. engelmannii = I. ×eatonii,Isoetes echinospora × I. engelmannii = I. ×eatonii R. Dodge,Eaton’s quillwort,Isoetaceae,Isoetes,echinospora × I. engelmannii = I. ×eatonii,R. Dodge,,,Y,,,N,Y,,,OBL,OBL,SNA,GNA,Vascular,,Herbaceous,Perennial
7407,Accepted Name,Isoetes echinospora × I. septentrionalis = I. ×robusta,Isoetes echinospora × I. septentrionalis = I. ×robusta (Engelm.) D.F.Brunt.,robust quillwort,Isoetaceae,Isoetes,echinospora × I. septentrionalis = I. ×robusta,(Engelm.) D.F.Brunt.,,,Y,,,N,,,,OBL,OBL,SNA,,Vascular,,,
7049,Accepted Name,Isoetes echinospora ssp. muricata,Isoetes echinospora Durieu ssp. muricata (Durieu) Á. Löve & D. Löve,spiny-spored quillwort,Isoetaceae,Isoetes,echinospora,Durieu,ssp. muricata,(Durieu) Á. Löve & D. Löve,Y,,7,N,Y,,,OBL,OBL,S4,,Vascular,Submerged and rooted aquatic on the edges of lakes often in sandy or coarse soils.,Herbaceous,Perennial
7051,Accepted Name,Isoetes engelmannii,Isoetes engelmannii A. Braun,Engelmann’s quillwort,Isoetaceae,Isoetes,engelmannii,A. Braun,,,Y,,6,N,Y,,,OBL,OBL,S5,,Vascular,,Herbaceous,Perennial
7052,Accepted Name,Isoetes engelmannii × I. septentrionalis,Isoetes engelmannii × I. septentrionalis,hybrid quillwort,Isoetaceae,Isoetes,engelmannii × I. septentrionalis,,,,Y,,,N,Y,,,OBL,OBL,SNA,GNA,Vascular,,Herbaceous,Perennial
7055,Accepted Name,Isoetes septentrionalis,Isoetes septentrionalis D.F. Brunt.,northern shore quillwort,Isoetaceae,Isoetes,septentrionalis,D.F. Brunt.,,,Y,,10,N,Y,Endangered-State,,OBL,OBL,S1,,Vascular,,Herbaceous,Perennial
7057,Accepted Name,Isoetes tuckermanii,Isoetes tuckermanii A. Braun ex Engelm.,Tuckerman’s quillwort,Isoetaceae,Isoetes,tuckermanii,A. Braun ex Engelm.,,,Y,,10,N,Y,,,OBL,OBL,S4,,Vascular,Edges of often acidic lakes.,Herbaceous,Perennial
2003,Accepted Name,Isotria medeoloides,Isotria medeoloides (Pursh) Raf.,small whorled pogonia,Orchidaceae,Isotria,medeoloides,(Pursh) Raf.,,,Y,,9,N,Y,Endangered-State,Threatened-US,FACU,FACU,S1,G2,Vascular,,Forb/herb,Perennial
2004,Accepted Name,Isotria verticillata,Isotria verticillata (Muhl. ex Willd.) Raf.,large whorled pogonia,Orchidaceae,Isotria,verticillata,(Muhl. ex Willd.) Raf.,,,Y,,9,N,Y,,,FACU,FAC,SNR,G5,Vascular,,Forb/herb,Perennial
6297,Accepted Name,Juglans cinerea,Juglans cinerea L.,butternut,Juglandaceae,Juglans,cinerea,L.,,,Y,,7,N,Y,,,FACU,FACU,S4,,Vascular,"In certain parts of its range in New York, it is primarily associated with talus slopes. Elsewhere in New York, it is associated with rich mesic hardwood forests on valley bottoms and lower slopes sometimes on calcareous bedrock and soils. Often it occurs in small patches of only a few trees. Butternut canker is killing this species and it is difficult to find individuals that are not infected.",Tree,Perennial
1631,Accepted Name,Juglans nigra,Juglans nigra L.,black walnut,Juglandaceae,Juglans,nigra,L.,,,Y,,5,N,Y,,,FACU,FACU,S5,G5,Vascular,"Cultivated and apparently native. Native Americans may have been responsible for bringing this tree to parts of New York. Floodplain forests, low and rich mesic hardwood forests, and successional forests. Also, often found in large patches near old home sites. Does best in deep alluvial soils where it can become a dominant tree. It is also somewhat weedy and once established sometimes creates monospecific stands.",Tree,Perennial
1650,Accepted Name,Juncus acuminatus,Juncus acuminatus Michx.,sharp-fruited rush,Juncaceae,Juncus,acuminatus,Michx.,,,Y,,6,N,Y,,,OBL,OBL,S5,G5,Vascular,"Marshes, wet depressions, emergent on edges of ponds and lakes, edges of streams, and ditches. Occurs in a wide variety of wet to at least seasonally wet mostly open habitats.",Graminoid,Perennial
7410,Accepted Name,Juncus anthelatus,Juncus anthelatus (Wiegand) R.E. Brooks,Wiegand’s rush,Juncaceae,Juncus,anthelatus,(Wiegand) R.E. Brooks,,,Y,,2,N,,,,FACW,FACW,SNR,,Vascular,,,
1666,Accepted Name,Juncus articulatus,Juncus articulatus L.,jointed rush,Juncaceae,Juncus,articulatus,L.,,,Y,,4,N,Y,,,OBL,OBL,S5,G5,Vascular,"Marshes, edges of swamps, wet ditches, shores of streams and ponds, and rich fens. Occurs in a wide variety of wet mostly open habitats.",Graminoid,Perennial
1661,Accepted Name,Juncus brevicaudatus,Juncus brevicaudatus (Engelm.) Fernald,narrow-panicled rush,Juncaceae,Juncus,brevicaudatus,(Engelm.) Fernald,,,Y,,6,N,Y,,,OBL,OBL,S5,G5,Vascular,"Edges of streams, wet ditches, marshes, and various other wet to seasonally wet habitats.",Graminoid,Perennial
1656,Accepted Name,Juncus bufonius,Juncus bufonius L.,common toad rush,Juncaceae,Juncus,bufonius,L.,,,Y,,1,N,Y,,,FACW,FACW,S5,G5,Vascular,"Dirt and logging roads, and shores of streams, ponds, and lakes in seasonally wet to wet-mesic exposed soils. An annual which appears to need exposed soils probably for germination. Adjacent herbaceous vegetation is usually sparse and not tall.",Graminoid,Annual
1658,Accepted Name,Juncus canadensis,Juncus canadensis J. Gay ex Laharpe,Canada rush,Juncaceae,Juncus,canadensis,J. Gay ex Laharpe,,,Y,,8,N,Y,,,OBL,OBL,S5,G5,Vascular,"Marshes, edges of ponds and lakes, fens, and various other wetlands. Often emergent from standing water. One of the later species of Juncus to flower and fruit.",Graminoid,Perennial
1645,Accepted Name,Juncus dudleyi,Juncus dudleyi Wiegand,Dudley’s rush,Juncaceae,Juncus,dudleyi,Wiegand,,,Y,,2,N,Y,,,FACW,FACW,S5,G5,Vascular,"Rich fens, calcareous marshes, gravel pits, and at least seasonally wet to wet-mesic fields, ditches, and other mostly open calcareous habitats. Predominately restricted to at least slightly calcareous soils.",Graminoid,Perennial
1641,Accepted Name,Juncus effusus ssp. solutus,Juncus effusus L. ssp. solutus (Fernald & Wiegand) Hämet-Ahti,common soft rush,Juncaceae,Juncus,effusus,L.,ssp. solutus,(Fernald & Wiegand) Hämet-Ahti,Y,,2,N,Y,,,FACW,OBL,S5,G5T5,Vascular,"Edges of ponds and streams, wet fields, marshes, openings in swamps, ditches, and swales. Occurs in a wide variety of open wet to seasonally wet habitats. Habitat differences between var. pylaei and var. solutus are not clear.",Graminoid,Perennial
1662,Accepted Name,Juncus gerardi,Juncus gerardi Loisel.,black grass,Juncaceae,Juncus,gerardi,Loisel.,,,Y,,9,N,Y,,,FACW,OBL,S5,G5,Vascular,"Coastal and inland salt marshes, and becoming fairly common on edges of major roads where salt is applied.",Graminoid,Perennial
1651,Accepted Name,Juncus marginatus,Juncus marginatus Rostk.,common grass-leaved rush,Juncaceae,Juncus,marginatus,Rostk.,,,Y,,4,N,Y,,,FACW,FACW,S5,G5,Vascular,"Marshes, ditches, edges of swamps, and wet fields. Occurs in a wide variety of wet to at least seasonally wet-mesic soils in open habitats.",Graminoid,Perennial
1654,Accepted Name,Juncus nodosus,Juncus nodosus L.,knotted rush,Juncaceae,Juncus,nodosus,L.,,,Y,,3,N,Y,,,OBL,OBL,S5,G5,Vascular,"Marshes, shores and banks of streams and ponds including ice scoured shores, openings in swamps, rich fens, and ditches. Widespread in a wide variety of open wetlands.",Graminoid,Perennial
1648,Accepted Name,Juncus pelocarpus,Juncus pelocarpus E. Mey.,brown-fruited rush,Juncaceae,Juncus,pelocarpus,E. Mey.,,,Y,,8,N,Y,,,OBL,OBL,S5,G5,Vascular,"Sandy or peaty shores of lakes and streams, and rich fens.",Graminoid,Perennial
1665,Accepted Name,Juncus secundus,Juncus secundus P. Beauv. ex Poir.,secund rush,Juncaceae,Juncus,secundus,P. Beauv. ex Poir.,,,Y,,10,N,Y,,,FACU,FACU,S4,G5?,Vascular,Rocky summits and open dry exposed graminoid dominated hill tops in acidic soils.,Graminoid,Perennial
1652,Accepted Name,Juncus subcaudatus,Juncus subcaudatus (Engelm.) Coville & S.F. Blake,spreading rush,Juncaceae,Juncus,subcaudatus,(Engelm.) Coville & S.F. Blake,,,Y,,8,N,Y,Endangered-State,,OBL,OBL,S1,G5,Vascular,"Marshes, edges of streams, and peaty acidic and basic wetlands including fens. In a wide variety of wet habitats and perhaps overlooked.",Graminoid,Perennial
1653,Accepted Name,Juncus tenuis,Juncus tenuis Willd.,path rush,Juncaceae,Juncus,tenuis,Willd.,,,Y,,0,N,Y,,,FAC,FAC,S5,G5,Vascular,"Paths, roadsides, and fields. Very common in heavily compacted wet to dry soils of paths. ",Graminoid,Perennial
6816,Accepted Name,Juncus torreyi,Juncus torreyi Coville,Torrey’s rush,Juncaceae,Juncus,torreyi,Coville,,,Y,,2,N,Y,,,FACW,FACW,S4S5,,Vascular,"Marshes, edges of ponds, and other wetland habitats. Somewhat local in distribution but often occurring in large populations.",Herbaceous,Perennial
922,Accepted Name,Juniperus communis var. depressa,Juniperus communis L. var. depressa Pursh,"American common juniper, ground juniper",Cupressaceae,Juniperus,communis,L.,var. depressa,Pursh,Y,,4,N,Y,,,FACU,FACU,S4,G5T5,Vascular,"Rocky summits, dry woodlands and forests, edges of forests, and bluffs.","Tree, Shrub",Perennial
926,Accepted Name,Juniperus virginiana var. virginiana,Juniperus virginiana L. var. virginiana,eastern red cedar,Cupressaceae,Juniperus,virginiana,L.,var. virginiana,,Y,,3,N,Y,,,FACU,FACU,S5,G5,Vascular,"Rocky summits, bluffs above ravines and lakes, ledges, alvars, successional fields, pastures, and maritime and coastal sandy areas. Grows best in open sites with thin rocky or sandy dry soils and dies back if other trees shade it out. In parts of New York, it is associated with calcareous bedrock or soils and in general is somewhat of a calciphile.",Tree,Perennial
1304,Accepted Name,Kalmia angustifolia var. angustifolia,Kalmia angustifolia L. var. angustifolia,"sheep laurel, sheepkill",Ericaceae,Kalmia,angustifolia,L.,var. angustifolia,,Y,,7,N,Y,,,FAC,FAC,S5,G5,Vascular,"Sub-alpine forests, wet acidic peatlands, and dry sandy forests and forest edges. Primarily a species of acidic soils it grows in dry to wet open or slightly shaded habitats.",Shrub,Perennial
6474,Accepted Name,Kalmia latifolia,Kalmia latifolia L.,mountain laurel,Ericaceae,Kalmia,latifolia,L.,,,Y,,7,N,Y,,,FACU,FACU,S5,,Vascular,"Oak dominated mesic to dry forests, woodlands, rocky summits, utility rights-of-way, and occasionally acidic swamps. Primarily a species of dry Quercus montana dominated forests often in association with other ericaceous shrubs. It sometimes forms dense thickets. Very limited in central and western New York but quite common in the southeastern parts of the state.",Shrub,Perennial
1326,Accepted Name,Kalmia polifolia,Kalmia polifolia Wangenh.,bog laurel,Ericaceae,Kalmia,polifolia,Wangenh.,,,Y,,10,N,Y,,,OBL,OBL,S4,G5,Vascular,Acidic bogs. Often grows mixed with other shrubs.,Shrub,Perennial
2104,Accepted Name,Koeleria spicata,"Koeleria spicata (L.) Barberá, Quintanar, Soreng & P.M. Peterson",narrow oat grass,Poaceae,Koeleria,spicata,"(L.) Barberá, Quintanar, Soreng & P.M. Peterson",,,Y,,10,N,Y,,,FACU,FAC,S5,G5,Vascular,Rock outcrops often associated with or near rivers. Often in high pH sites.,Graminoid,Perennial
344,Accepted Name,Krigia biflora,Krigia biflora (Walter) S.F. Blake,two-flowered dwarf dandelion,Asteraceae,Krigia,biflora,(Walter) S.F. Blake,,,Y,,4,N,Y,,,FACU,FACU,S4,G5,Vascular,Mesic young forests.,Forb/herb,Perennial
345,Accepted Name,Krigia virginica,Krigia virginica (L.) Willd.,Virginia dwarf dandelion,Asteraceae,Krigia,virginica,(L.) Willd.,,,Y,,3,N,Y,,,UPL,UPL,S4,G5,Vascular,"Dry to dry-mesic rocky summits, burned forests, woodlands, disturbed soils, and fields with thin soils.",Forb/herb,Annual
7006,Accepted Name,Lactuca biennis,Lactuca biennis (Moench) Fernald,tall blue lettuce,Asteraceae,Lactuca,biennis,(Moench) Fernald,,,Y,,1,N,Y,,,FACU,FAC,S5,,Vascular,"Cut forests, edges and clearings in forests, roadsides, thickets, maritime dunes, and disturbed areas.",Herbaceous,Biennial
400,Accepted Name,Lactuca canadensis,Lactuca canadensis L.,tall lettuce,Asteraceae,Lactuca,canadensis,L.,,,Y,,1,N,Y,,,FACU,FACU,S5,G5,Vascular,"Cut forests, edges and clearings in forests, roadsides, thickets, edges of fields, and disturbed areas.",Forb/herb,
7008,Accepted Name,Lactuca floridana,Lactuca floridana (L.) Gaertn.,woodland lettuce,Asteraceae,Lactuca,floridana,(L.) Gaertn.,,,Y,,10,N,Y,Endangered-State,,FACU,FACU,S1,,Vascular,,Herbaceous,Biennial
3055,Accepted Name,Laportea canadensis,Laportea canadensis (L.) Wedd.,wood nettle,Urticaceae,Laportea,canadensis,(L.) Wedd.,,,Y,,8,N,Y,,,FAC,FACW,S5,G5,Vascular,"Rich wet-mesic to mesic forests, stream edges, and forested seeps. Generally in rich cool shaded wet-mesic sites and sometimes forming large dense populations.",Forb/herb,Perennial
2080,Accepted Name,Larix laricina,Larix laricina (Du Roi) K. Koch,tamarack,Pinaceae,Larix,laricina,(Du Roi) K. Koch,,,Y,,5,N,Y,,,FACW,FACW,S5,G5,Vascular,"Bogs, cool northern swamps, rich peatlands, and cool mesic forests at high elevation. Predominately a plant of cool northern wetlands it is local in distribution in the warmer and more southern parts of New York.",Tree,Perennial
1452,Accepted Name,Lathyrus palustris,Lathyrus palustris L.,marsh vetchling,Fabaceae,Lathyrus,palustris,L.,,,Y,,7,N,Y,,,FACW,FACW,S4,G5,Vascular,Marshes and wet thickets. Can occur in inland salt marshes.,"Vine, Forb/herb",Perennial
6402,Accepted Name,Lechea intermedia,Lechea intermedia Legg. ex Britton,large-podded pinweed,Cistaceae,Lechea,intermedia,Legg. ex Britton,,,Y,,6,N,Y,,,,,S5,,Vascular,"Woodlands, pine barrens, rocky summits, utility rights-of-way, fields, and gravel pits. Mostly in acidic thin soils.",Herbaceous,Perennial
845,Accepted Name,Lechea mucronata,Lechea mucronata Raf.,hairy pinweed,Cistaceae,Lechea,mucronata,Raf.,,,Y,,6,N,Y,,,,,S5,G5,Vascular,Utility rights-of-way and other open habitats in thin soils.,Forb/herb,Perennial
2250,Accepted Name,Leersia oryzoides,Leersia oryzoides (L.) Sw.,rice cut grass,Poaceae,Leersia,oryzoides,(L.) Sw.,,,Y,,4,N,Y,,,OBL,OBL,S5,G5,Vascular,"Marshes, swamps, and low wet thickets. Growing in wetter often more open sites than the related Leersia virginica.",Graminoid,Perennial
2235,Accepted Name,Leersia virginica,Leersia virginica Willd.,white cut grass,Poaceae,Leersia,virginica,Willd.,,,Y,,5,N,Y,,,FACW,FACW,S5,G5,Vascular,"Edges of dirt roads through forests, seepages in forests, and wet thickets. Predominately in seasonal wet to damp shaded sites.",Graminoid,Perennial
1780,Accepted Name,Lemna minor,Lemna minor L.,common duckweed,Araceae,Lemna,minor,L.,,,Y,,2,N,Y,,,OBL,OBL,S5,G5,Vascular,"Quiet water of lakes, ponds, vernal pools, marshes, and channels. Sometimes becoming temporarily stranded.",Forb/herb,Perennial
1782,Accepted Name,Lemna trisulca,Lemna trisulca L.,star duckweed,Araceae,Lemna,trisulca,L.,,,Y,,4,N,Y,,,OBL,OBL,S5,G5,Vascular,"Quiet water of ponds, lakes, and marshes.",Forb/herb,Perennial
6469,Accepted Name,Lepidium virginicum ssp. virginicum,Lepidium virginicum L. ssp. virginicum,wild pepperweed,Brassicaceae,Lepidium,virginicum,L.,ssp. virginicum,,Y,,0,N,Y,,,FACU,FACU,S5,,Vascular,"Roadsides, fields, and disturbed areas. In dry soils.",Herbaceous,Biennial
1421,Accepted Name,Lespedeza capitata,Lespedeza capitata Michx.,round-headed bush clover,Fabaceae,Lespedeza,capitata,Michx.,,,Y,,3,N,Y,,,FACU,FACU,S5,G5,Vascular,"Pine barrens, woodlands, dry fields, edges of forests, railroad edges, and utility rights-of-way. In dry to dry-mesic acidic sandy or coarse soils. Less common in central and western New York.",Forb/herb,Perennial
1399,Accepted Name,Lespedeza frutescens,Lespedeza frutescens (L.) Hornem.,bushy bush clover,Fabaceae,Lespedeza,frutescens,(L.) Hornem.,,,Y,,10,N,Y,Rare-State,,,,S3,G5,Vascular,"Dry to dry-mesic woodlands, rocky summits, and edges of forests.",Forb/herb,
1447,Accepted Name,Lespedeza hirta × L. violacea = L. ×nuttallii,Lespedeza hirta × L. violacea = L. ×nuttallii Darl.,Nuttall’s bush clover,Fabaceae,Lespedeza,hirta × L. violacea = L. ×nuttallii,Darl.,,,Y,,,N,Y,,,,,SNA,GNA,Vascular,,Forb/herb,Perennial
1406,Accepted Name,Lespedeza hirta ssp. hirta,Lespedeza hirta (L.) Hornem. ssp. hirta,hairy bush clover,Fabaceae,Lespedeza,hirta,(L.) Hornem.,ssp. hirta,,Y,,6,N,Y,,,,,S5,G5,Vascular,"Woodlands, dry fields, thin forests, clearings in forests, railroad edges, and utility rights-of-way. Similar habitat to L. capitata but perhaps sometimes in slightly more shaded sites.",Forb/herb,Perennial
1420,Accepted Name,Lespedeza procumbens,Lespedeza procumbens Michx.,trailing bush clover,Fabaceae,Lespedeza,procumbens,Michx.,,,Y,,6,N,Y,,,,,S4,G5,Vascular,"Dry-mesic to mesic hardwood forests, woodlands, barrens, bluffs, and rocky summits.",Forb/herb,Perennial
1416,Accepted Name,Lespedeza repens,Lespedeza repens (L.) W.P.C. Barton,creeping bush clover,Fabaceae,Lespedeza,repens,(L.) W.P.C. Barton,,,Y,,6,N,Y,Rare-State,,,,S3,G5,Vascular,"Dry to mesic acid hardwood forests, woodlands, rocky summits, thickets, and gravelly dirt road sides.",Forb/herb,Perennial
1427,Accepted Name,Lespedeza stuevei,Lespedeza stuevei Nutt.,Stuve’s bush clover,Fabaceae,Lespedeza,stuevei,Nutt.,,,Y,,5,N,Y,Threatened-State,,,,S2,G4?,Vascular,,Forb/herb,Perennial
1424,Accepted Name,Lespedeza violacea,Lespedeza violacea (L.) Pers.,wand-like bush clover,Fabaceae,Lespedeza,violacea,(L.) Pers.,,,Y,,7,N,Y,,,,,S5,G5,Vascular,Dry-mesic hardwood forests and woodlands. Often on rocky acidic to circumneutral soils including shale talus on upper slopes and bluffs.,Forb/herb,
1466,Accepted Name,Lespedeza virginica,Lespedeza virginica (L.) Britton,slender bush clover,Fabaceae,Lespedeza,virginica,(L.) Britton,,,Y,,7,N,Y,,,,,SNR,G5,Vascular,"Dry to dry-mesic woodlands, rocky summits, and edges of forests.",Forb/herb,Perennial
1846,Accepted Name,Lilium canadense,Lilium canadense L.,Canada lily,Liliaceae,Lilium,canadense,L.,,,Y,,6,N,Y,,,FAC,FAC,S5,G5T4?,Vascular,"Alluvial thickets, floodplain forests, and wet thickets. Usually flowering best in non-shaded sites. Often in peaty or wet springy soils. Perhaps in more acidic soils than ssp. editorum. More work is needed to asses the habitat differences of the two ssp.",Forb/herb,Perennial
6683,Accepted Name,Lilium philadelphicum,Lilium philadelphicum L.,wood lily,Liliaceae,Lilium,philadelphicum,L.,,,Y,,8,N,Y,,,FACU,FAC,S4,,Vascular,"Forests, woodlands, edges of forests, and utility rights-of-way in dry thin or sandy soils. Often on hilltops in partial shade in relatively poor soils.",Herbaceous,Perennial
6825,Accepted Name,Linaria canadensis,Linaria canadensis  (L.) Dum. Cours.,oldfield toad flax,Plantaginaceae,Linaria,canadensis," (L.) Dum. Cours.",,,Y,,3,N,Y,,,,,S4,,Vascular,"Sand dunes and other sandy non-shaded habitats in maritime areas, dry exposed rocky outcrops and summits, bluffs, roadsides, and disturbed sites.",Herbaceous,Biennial
6275,Accepted Name,Lindera benzoin,Lindera benzoin (L.) Blume,spicebush,Lauraceae,Lindera,benzoin,(L.) Blume,,,Y,,6,N,Y,,,FAC,FACW,S5,,Vascular,"Floodplain forests, swamps, shrub swamps, wet woods, mesic forests, seeps in forests, and fens. Occurs in mesic to wet soils often but not always in at least partial shade. In some forest understories it can be the dominant species in the shrub layer.",Shrub,Perennial
6827,Accepted Name,Lindernia dubia var. anagallidea,Lindernia dubia (L.) Pennell var. anagallidea (Michx.) Cooperr.,long-stalked false pimpernel,Linderniaceae,Lindernia,dubia,(L.) Pennell,var. anagallidea,(Michx.) Cooperr.,Y,,10,N,Y,,,OBL,OBL,S5,,Vascular,,Herbaceous,Biennial
6826,Accepted Name,Lindernia dubia var. dubia,Lindernia dubia (L.) Pennell var. dubia,short-stalked false pimpernel,Linderniaceae,Lindernia,dubia,(L.) Pennell,var. dubia,,Y,,6,N,Y,,,OBL,OBL,S5,,Vascular,"Exposed soils of the draw down zones of the edges of rivers, streams, ponds, and lakes including brackish to fresh intertidal estuaries in gravelly to muddy saturated to wet-mesic soils.",Herbaceous,Biennial
707,Accepted Name,Linnaea borealis ssp. longiflora,Linnaea borealis L. ssp. longiflora (Torr.) Piper & Beattie,twinflower,Caprifoliaceae,Linnaea,borealis,L.,ssp. longiflora,(Torr.) Piper & Beattie,Y,,9,N,Y,,,FAC,FAC,S4,G5T5,Vascular,Hummocks in cool swamps; on mosses in thin soils and decaying logs; cool coniferous to mixed coniferous-deciduous forests; and roadsides. Linnaea borealis grows in both unshaded and shaded habitats as well as dry to wet sites. It is a more northern plant that is more common in the northern and cooler parts of NY and is more restricted in distribution in the warmer parts of the state.,Forb/herb,Perennial
1863,Accepted Name,Linum virginianum,Linum virginianum L.,slender yellow flax,Linaceae,Linum,virginianum,L.,,,Y,,4,N,Y,,,FACU,FAC,S5,G4G5,Vascular,"Openings in forests, edges of forests, and dirt roads through forests on non-weedy roadsides on dry to dry-mesic thin soils.",Forb/herb,Perennial
2046,Accepted Name,Liparis liliifolia,Liparis liliifolia (L.) Rich. ex Lindl.,lily-leaved twayblade,Orchidaceae,Liparis,liliifolia,(L.) Rich. ex Lindl.,,,Y,,10,N,Y,Endangered-State,,FACU,FACU,S1,G5,Vascular,,Forb/herb,
1898,Accepted Name,Liriodendron tulipifera,Liriodendron tulipifera L.,"tulip tree, tulip poplar, yellow poplar",Magnoliaceae,Liriodendron,tulipifera,L.,,,Y,,6,N,Y,,,FACU,FACU,S5,G5,Vascular,Mesic to wet-mesic hardwood forests. In all but the most southern parts of New York this tree is often an indicator of deep rich mesic circumneutral soils growing primarily in valley bottoms (excluding the lowest floodplains) and on lower slopes. In the most southern parts of the state it also grows in more acidic drier sites and occurs in a wider array of forested habitats.,Tree,Perennial
667,Accepted Name,Lobelia cardinalis,Lobelia cardinalis L.,cardinal flower,Campanulaceae,Lobelia,cardinalis,L.,,,Y,,7,N,Y,,,FACW,OBL,S4S5,G5,Vascular,"Marshes, swamps, wet thickets, gravely stream banks, margins of drainages, edges of ponds including marl ponds, and wet ledges. Occurs in both shaded and unshaded sites almost always in saturated to wet-mesic soils.",Forb/herb,Perennial
